http://en.wikipedia.org/wiki/Egypt	Egypt	["Cairo"]
http://en.wikipedia.org/wiki/Afghanistan	Afghanistan	["Kabul"]
http://en.wikipedia.org/wiki/Algeria	Algeria	["Algiers"]
http://en.wikipedia.org/wiki/Angola	Angola	["Luanda"]
http://en.wikipedia.org/wiki/Germany	Germany	["Berlin"]
http://en.wikipedia.org/wiki/Netherlands	Netherlands	["Amsterdam"]
http://en.wikipedia.org/wiki/Republic_of_Ireland	Republic of Ireland	["Dublin"]
http://en.wikipedia.org/wiki/Sudan	Sudan	["Khartoum"]
http://en.wikipedia.org/wiki/Ivory_Coast	Ivory Coast	["Abidjan","Yamoussoukro"]
http://en.wikipedia.org/wiki/Zambia	Zambia	["Lusaka"]
http://en.wikipedia.org/wiki/Kyrgyzstan	Kyrgyzstan	["Bishkek"]
http://en.wikipedia.org/wiki/Nepal	Nepal	["Kathmandu"]
http://en.wikipedia.org/wiki/Solomon_Islands	Solomon Islands	["Honiara"]
http://en.wikipedia.org/wiki/Guatemala	Guatemala	["Guatemala City"]
http://en.wikipedia.org/wiki/Israel	Israel	["Jerusalem"]
http://en.wikipedia.org/wiki/Aerican_Empire	Aerican Empire	["Montreal"]
http://en.wikipedia.org/wiki/Iraq	Iraq	["Baghdad"]
http://en.wikipedia.org/wiki/Kingdom_of_the_Netherlands	Kingdom of the Netherlands	["Amsterdam"]
http://en.wikipedia.org/wiki/Malaysia	Malaysia	["Kuala Lumpur","Putrajaya"]
http://en.wikipedia.org/wiki/South_Africa	South Africa	["Cape Town","Pretoria","Bloemfontein"]
http://en.wikipedia.org/wiki/State_of_Palestine	State of Palestine	["Ramallah","Jerusalem"]
http://en.wikipedia.org/wiki/Turkey	Turkey	["Ankara"]
http://en.wikipedia.org/wiki/Subanon_people	Subanon people	["Zamboanga City"]
http://en.wikipedia.org/wiki/Bosnia_and_Herzegovina	Bosnia and Herzegovina	["Sarajevo"]
http://en.wikipedia.org/wiki/Czech_Republic	Czech Republic	["Prague"]
http://en.wikipedia.org/wiki/Italy	Italy	["Rome"]
http://en.wikipedia.org/wiki/Latvia	Latvia	["Riga"]
http://en.wikipedia.org/wiki/Federation_of_Bosnia_and_Herzegovina	Federation of Bosnia and Herzegovina	["Sarajevo"]
http://en.wikipedia.org/wiki/Kenya	Kenya	["Nairobi"]
http://en.wikipedia.org/wiki/Canada	Canada	["Ottawa"]
http://en.wikipedia.org/wiki/Republika_Srpska	Republika Srpska	["Sarajevo","Banja Luka"]
http://en.wikipedia.org/wiki/Bangladesh	Bangladesh	["Dhaka"]
http://en.wikipedia.org/wiki/Barbados	Barbados	["Bridgetown"]
http://en.wikipedia.org/wiki/Belize	Belize	["Belmopan"]
http://en.wikipedia.org/wiki/Ghana	Ghana	["Accra"]
http://en.wikipedia.org/wiki/Guinea-Bissau	Guinea-Bissau	["Bissau"]
http://en.wikipedia.org/wiki/Hungary	Hungary	["Budapest"]
http://en.wikipedia.org/wiki/Kazakhstan	Kazakhstan	["Astana"]
http://en.wikipedia.org/wiki/Mali	Mali	["Bamako"]
http://en.wikipedia.org/wiki/Moldova	Moldova	["Chișinău"]
http://en.wikipedia.org/wiki/Nigeria	Nigeria	["Abuja"]
http://en.wikipedia.org/wiki/Pakistan	Pakistan	["Islamabad"]
http://en.wikipedia.org/wiki/Romania	Romania	["Bucharest"]
http://en.wikipedia.org/wiki/Saint_Lucia	Saint Lucia	["Castries"]
http://en.wikipedia.org/wiki/Sri_Lanka	Sri Lanka	["Colombo"]
http://en.wikipedia.org/wiki/Adjara	Adjara	["Batumi"]
http://en.wikipedia.org/wiki/The_Gambia	The Gambia	["Banjul"]
http://en.wikipedia.org/wiki/Venezuela	Venezuela	["Caracas"]
http://en.wikipedia.org/wiki/Zimbabwe	Zimbabwe	["Harare"]
http://en.wikipedia.org/wiki/Ethiopia	Ethiopia	["Addis Ababa"]
http://en.wikipedia.org/wiki/Cuba	Cuba	["Havana"]
http://en.wikipedia.org/wiki/Guyana	Guyana	["Georgetown"]
http://en.wikipedia.org/wiki/East_Timor	East Timor	["Dili"]
http://en.wikipedia.org/wiki/Australia	Australia	["Canberra"]
http://en.wikipedia.org/wiki/Eritrea	Eritrea	["Asmara"]
http://en.wikipedia.org/wiki/Jordan	Jordan	["Amman"]
http://en.wikipedia.org/wiki/Qatar	Qatar	["Doha"]
http://en.wikipedia.org/wiki/Anjouan	Anjouan	["Mutsamudu"]
http://en.wikipedia.org/wiki/Mohéli	Mohéli	["Fomboni"]
http://en.wikipedia.org/wiki/Yemen	Yemen	["Aden","Sana'a"]
http://en.wikipedia.org/wiki/Belarus	Belarus	["Minsk"]
http://en.wikipedia.org/wiki/Benin	Benin	["Porto-Novo"]
http://en.wikipedia.org/wiki/Burkina_Faso	Burkina Faso	["Ouagadougou"]
http://en.wikipedia.org/wiki/Cyprus	Cyprus	["Nicosia"]
http://en.wikipedia.org/wiki/Dominican_Republic	Dominican Republic	["Santo Domingo"]
http://en.wikipedia.org/wiki/El_Salvador	El Salvador	["San Salvador"]
http://en.wikipedia.org/wiki/Jamaica	Jamaica	["Kingston"]
http://en.wikipedia.org/wiki/Malawi	Malawi	["Lilongwe"]
http://en.wikipedia.org/wiki/Mauritius	Mauritius	["Port Louis"]
http://en.wikipedia.org/wiki/Morocco	Morocco	["Rabat"]
http://en.wikipedia.org/wiki/Mozambique	Mozambique	["Maputo"]
http://en.wikipedia.org/wiki/Nicaragua	Nicaragua	["Managua"]
http://en.wikipedia.org/wiki/North_Korea	North Korea	["Pyongyang"]
http://en.wikipedia.org/wiki/Oman	Oman	["Muscat"]
http://en.wikipedia.org/wiki/Panama	Panama	["Panama City"]
http://en.wikipedia.org/wiki/Slovenia	Slovenia	["Ljubljana"]
http://en.wikipedia.org/wiki/Somalia	Somalia	["Mogadishu"]
http://en.wikipedia.org/wiki/Suriname	Suriname	["Paramaribo"]
http://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo	Democratic Republic of the Congo	["Kinshasa"]
http://en.wikipedia.org/wiki/Togo	Togo	["Lomé"]
http://en.wikipedia.org/wiki/Uruguay	Uruguay	["Montevideo"]
http://en.wikipedia.org/wiki/Vanuatu	Vanuatu	["Port Vila"]
http://en.wikipedia.org/wiki/Dominica	Dominica	["Roseau"]
http://en.wikipedia.org/wiki/Saudi_Arabia	Saudi Arabia	["Riyadh"]
http://en.wikipedia.org/wiki/Trinidad_and_Tobago	Trinidad and Tobago	["Port of Spain"]
http://en.wikipedia.org/wiki/New_Zealand	New Zealand	["Wellington"]
http://en.wikipedia.org/wiki/Aruba	Aruba	["Oranjestad"]
http://en.wikipedia.org/wiki/Bermuda	Bermuda	["Hamilton"]
http://en.wikipedia.org/wiki/Bulgaria	Bulgaria	["Sofia"]
http://en.wikipedia.org/wiki/Cayman_Islands	Cayman Islands	["George Town"]
http://en.wikipedia.org/wiki/Colombia	Colombia	["Bogotá"]
http://en.wikipedia.org/wiki/Comoros	Comoros	["Moroni"]
http://en.wikipedia.org/wiki/Costa_Rica	Costa Rica	["San José"]
http://en.wikipedia.org/wiki/Croatia	Croatia	["Zagreb"]
http://en.wikipedia.org/wiki/Ecuador	Ecuador	["Quito"]
http://en.wikipedia.org/wiki/Iran	Iran	["Tehran"]
http://en.wikipedia.org/wiki/Japan	Japan	["Tokyo"]
http://en.wikipedia.org/wiki/Libya	Libya	["Tripoli"]
http://en.wikipedia.org/wiki/Lithuania	Lithuania	["Vilnius"]
http://en.wikipedia.org/wiki/Malta	Malta	["Valletta"]
http://en.wikipedia.org/wiki/Montenegro	Montenegro	["Podgorica"]
http://en.wikipedia.org/wiki/Namibia	Namibia	["Windhoek"]
http://en.wikipedia.org/wiki/New_Caledonia	New Caledonia	["Nouméa"]
http://en.wikipedia.org/wiki/Tunisia	Tunisia	["Tunis"]
http://en.wikipedia.org/wiki/Ukraine	Ukraine	["Kiev"]
http://en.wikipedia.org/wiki/Turks_and_Caicos_Islands	Turks and Caicos Islands	["Cockburn Town"]
http://en.wikipedia.org/wiki/Estonia	Estonia	["Tallinn"]
http://en.wikipedia.org/wiki/Armenia	Armenia	["Yerevan"]
http://en.wikipedia.org/wiki/Austria	Austria	["Vienna"]
http://en.wikipedia.org/wiki/Republic_of_Macedonia	Republic of Macedonia	["Skopje"]
http://en.wikipedia.org/wiki/São_Tomé_and_Príncipe	São Tomé and Príncipe	["São Tomé"]
http://en.wikipedia.org/wiki/Grande_Comore	Grande Comore	["Moroni"]
